ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
FLFV,,,,,,,
21E.F,,,"
2021-09-30    1.262000e+09
2020-09-30    1.291000e+09
2019-09-30    1.238000e+09
2018-09-30    1.722000e+09
Name: Total Current Liabilities, dtype: float64","
2021-09-30    1.064000e+09
2020-09-30    1.145000e+09
2019-09-30    1.668000e+09
2018-09-30    1.460000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    1.186090
2020-09-30    1.127511
2019-09-30    0.742206
2018-09-30    1.179452
dtype: float64","
2021-09-30     80000000.0
2020-09-30     41000000.0
2019-09-30     83000000.0
2018-09-30    143000000.0
Name: Cash, dtype: float64","
2021-09-30    8.810000e+08
2020-09-30    8.560000e+08
2019-09-30    9.410000e+08
2018-09-30    1.276000e+09
Name: Total Current Assets, dtype: float64"
EPIX,1.049445005,,"
2021-09-30    3929663.0
2020-09-30    1203324.0
2019-09-30    5574744.0
2018-09-30    3344338.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    194005552.0
2020-09-30     79243865.0
2019-09-30     48981829.0
2018-09-30      9152072.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.020255
2020-09-30    0.015185
2019-09-30    0.113812
2018-09-30    0.365419
dtype: float64","
2021-09-30    137825024.0
2020-09-30     56320763.0
2019-09-30     53322723.0
2018-09-30     14829144.0
Name: Cash, dtype: float64","
2021-09-30    197598077.0
2020-09-30     80296928.0
2019-09-30     54299008.0
2018-09-30     15596647.0
Name: Total Current Assets, dtype: float64"
PCX.F,1.486374897,0.028199999,"
2022-05-31    5.269200e+09
2021-05-31    4.938200e+09
2020-05-31    4.426900e+09
2019-05-31    4.845000e+09
Name: Total Current Liabilities, dtype: float64","
2022-05-31    3.085200e+09
2021-05-31    2.948000e+09
2020-05-31    2.781400e+09
2019-05-31    2.619500e+09
Name: Total Stockholder Equity, dtype: float64","
2022-05-31    1.707896
2021-05-31    1.675102
2020-05-31    1.591609
2019-05-31    1.849590
dtype: float64","
2022-05-31    370000000.0
2021-05-31    995200000.0
2020-05-31    905200000.0
2019-05-31    673600000.0
Name: Cash, dtype: float64","
2022-05-31    6.581600e+09
2021-05-31    6.169500e+09
2020-05-31    5.464600e+09
2019-05-31    5.677700e+09
Name: Total Current Assets, dtype: float64"
BNTX,-0.028215452,,"
2021-12-31    3.481600e+09
2020-12-31    6.060000e+08
2019-12-31    1.381420e+08
2018-12-31    1.261210e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.189370e+10
2020-12-31    1.371800e+09
2019-12-31    4.934920e+08
2018-12-31    2.661530e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.292726
2020-12-31    0.441755
2019-12-31    0.279928
2018-12-31    0.473867
dtype: float64","
2021-12-31    1.692700e+09
2020-12-31    1.210200e+09
2019-12-31    5.191490e+08
2018-12-31    4.114950e+08
Name: Cash, dtype: float64","
2021-12-31    1.507230e+10
2020-12-31    1.666900e+09
2019-12-31    5.601510e+08
2018-12-31    4.489610e+08
Name: Total Current Assets, dtype: float64"
XPER,0.468571429,,"
2021-12-31    119977000.0
2020-12-31    146304000.0
2019-12-31     33786000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.025162e+09
2020-12-31    1.085941e+09
2019-12-31    7.167810e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.117032
2020-12-31    0.134726
2019-12-31    0.047136
dtype: float64","
2021-12-31    120695000.0
2020-12-31     85624000.0
2019-12-31     47264000.0
Name: Cash, dtype: float64","
2021-12-31    277136000.0
2020-12-31    257246000.0
2019-12-31    134668000.0
Name: Total Current Assets, dtype: float64"
EGF,,0.0525,"
2021-12-31    36176083.0
2020-12-31    11687241.0
2019-12-31    16828233.0
2018-12-31    17205594.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    52788228.0
2020-12-31    56831867.0
2019-12-31    64003718.0
2018-12-31    70901454.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.685306
2020-12-31    0.205646
2019-12-31    0.262926
2018-12-31    0.242669
dtype: float64","
2021-12-31     38619.0
2020-12-31      9287.0
2019-12-31      3039.0
2018-12-31    502514.0
Name: Cash, dtype: float64","
2021-12-31    8432496.0
2020-12-31     746558.0
2019-12-31     626384.0
2018-12-31    1336820.0
Name: Total Current Assets, dtype: float64"
AGRI,,,"
2021-12-31    2286039.0
2020-12-31    1930988.0
2019-12-31    1375584.0
2018-12-31     264191.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    8000103.0
2020-12-31   -5314389.0
2019-12-31   -3723171.0
2018-12-31     -40084.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.285751
2020-12-31   -0.363351
2019-12-31   -0.369466
2018-12-31   -6.590934
dtype: float64","
2021-12-31    7775290.0
2020-12-31     653410.0
2019-12-31    2158891.0
2018-12-31      79015.0
Name: Cash, dtype: float64","
2021-12-31    8116656.0
2020-12-31     875421.0
2019-12-31    2304405.0
2018-12-31     196198.0
Name: Total Current Assets, dtype: float64"
SMTC,3,,"
2022-01-30    128399000.0
2021-01-31    109573000.0
2020-01-26     98641000.0
2019-01-27    129914000.0
Name: Total Current Liabilities, dtype: float64","
2022-01-30    737584000.0
2021-01-31    698743000.0
2020-01-26    676954000.0
2019-01-27    682580000.0
Name: Total Stockholder Equity, dtype: float64","
2022-01-30    0.174081
2021-01-31    0.156814
2020-01-26    0.145713
2019-01-27    0.190328
dtype: float64","
2022-01-30    279601000.0
2021-01-31    268891000.0
2020-01-26    293324000.0
2019-01-27    312120000.0
Name: Cash, dtype: float64","
2022-01-30    502295000.0
2021-01-31    474728000.0
2020-01-26    460736000.0
2019-01-27    485304000.0
Name: Total Current Assets, dtype: float64"
UNMA,,,,,,,
JNPR,3.063209076,0.027999999,"
2021-12-31    1.876500e+09
2020-12-31    2.161100e+09
2019-12-31    1.543900e+09
2018-12-31    1.842500e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.316900e+09
2020-12-31    4.543500e+09
2019-12-31    4.610600e+09
2018-12-31    4.823200e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.434687
2020-12-31    0.475647
2019-12-31    0.334859
2018-12-31    0.382008
dtype: float64","
2021-12-31    9.225000e+08
2020-12-31    1.361900e+09
2019-12-31    1.215800e+09
2018-12-31    2.489000e+09
Name: Cash, dtype: float64","
2021-12-31    2.956600e+09
2020-12-31    3.271200e+09
2019-12-31    3.209800e+09
2018-12-31    4.581800e+09
Name: Total Current Assets, dtype: float64"
CGGYY,,,"
2021-12-31    5.852000e+08
2020-12-31    7.169000e+08
2019-12-31    1.066100e+09
2018-12-31    9.203000e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    9.627000e+08
2020-12-31    1.119700e+09
2019-12-31    1.561700e+09
2018-12-31    1.631500e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.607874
2020-12-31    0.640261
2019-12-31    0.682654
2018-12-31    0.564082
dtype: float64","
2021-12-31    319200000.0
2020-12-31    385400000.0
2019-12-31    610500000.0
2018-12-31    434100000.0
Name: Cash, dtype: float64","
2021-12-31    1.042700e+09
2020-12-31    1.231200e+09
2019-12-31    1.764800e+09
2018-12-31    1.525800e+09
Name: Total Current Assets, dtype: float64"
OLP,0.503759398,0.0789,"
2021-12-31    21389000.0
2020-12-31    25565000.0
2019-12-31    21748000.0
2018-12-31    19272000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    305332000.0
2020-12-31    290767000.0
2019-12-31    290763000.0
2018-12-31    297146000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.070052
2020-12-31    0.087923
2019-12-31    0.074796
2018-12-31    0.064857
dtype: float64","
2021-12-31    16164000.0
2020-12-31    12705000.0
2019-12-31    11034000.0
2018-12-31    15204000.0
Name: Cash, dtype: float64","
2021-12-31    45110000.0
2020-12-31    48810000.0
2019-12-31    36965000.0
2018-12-31    38055000.0
Name: Total Current Assets, dtype: float64"
BF5B.F,1.224619289,0.0116,"
2022-04-30    1.034000e+09
2021-04-30    9.180000e+08
2020-04-30    8.800000e+08
2019-04-30    7.030000e+08
Name: Total Current Liabilities, dtype: float64","
2022-04-30    2.737000e+09
2021-04-30    2.656000e+09
2020-04-30    1.975000e+09
2019-04-30    1.647000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-04-30    0.377786
2021-04-30    0.345633
2020-04-30    0.445570
2019-04-30    0.426837
dtype: float64","
2022-04-30    8.680000e+08
2021-04-30    1.150000e+09
2020-04-30    6.750000e+08
2019-04-30    3.070000e+08
Name: Cash, dtype: float64","
2022-04-30    3.776000e+09
2021-04-30    3.917000e+09
2020-04-30    3.265000e+09
2019-04-30    2.719000e+09
Name: Total Current Assets, dtype: float64"
DBK.F,2.40063593,0.0214,"
2021-12-31    1.130555e+12
2020-12-31    1.144773e+12
2019-12-31    1.106945e+12
2018-12-31    1.127902e+12
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.640100e+10
2020-12-31    6.059800e+10
2019-12-31    6.052200e+10
2018-12-31    6.717000e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    17.026174
2020-12-31    18.891267
2019-12-31    18.289961
2018-12-31    16.791752
dtype: float64","
2021-12-31    1.799460e+11
2020-12-31    1.563290e+11
2019-12-31    1.288690e+11
2018-12-31    1.808220e+11
Name: Cash, dtype: float64","
2021-12-31    7.507220e+11
2020-12-31    7.712670e+11
2019-12-31    7.364140e+11
2018-12-31    8.022200e+11
Name: Total Current Assets, dtype: float64"
KRNTY,,0.0174,"
2021-12-31    1.668842e+09
2020-12-31    1.374035e+09
2019-12-31    1.497405e+09
2018-12-31    1.529427e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.392140e+09
2020-12-31    1.200525e+09
2019-12-31    1.370655e+09
2018-12-31    1.433278e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.198760
2020-12-31    1.144528
2019-12-31    1.092474
2018-12-31    1.067083
dtype: float64","
2021-12-31    383371000.0
2020-12-31    216988000.0
2019-12-31    110382000.0
2018-12-31    218802000.0
Name: Cash, dtype: float64","
2021-12-31    2.362032e+09
2020-12-31    1.957016e+09
2019-12-31    2.165387e+09
2018-12-31    2.311630e+09
Name: Total Current Assets, dtype: float64"
RELX,1.26002291,0.0232,"
2021-12-31    3.748000e+09
2020-12-31    4.374000e+09
2019-12-31    5.947000e+09
2018-12-31    5.325000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.232000e+09
2020-12-31    2.099000e+09
2019-12-31    2.166000e+09
2018-12-31    2.329000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.159653
2020-12-31    2.083849
2019-12-31    2.745614
2018-12-31    2.286389
dtype: float64","
2021-12-31    113000000.0
2020-12-31     88000000.0
2019-12-31    138000000.0
2018-12-31    114000000.0
Name: Cash, dtype: float64","
2021-12-31    2.357000e+09
2020-12-31    2.274000e+09
2019-12-31    2.445000e+09
2018-12-31    2.352000e+09
Name: Total Current Assets, dtype: float64"
MTN,-44.46927374,0.0358,"
2022-07-31    1.110854e+09
2021-07-31    9.784010e+08
2020-07-31    6.034650e+08
2019-07-31    7.191330e+08
Name: Total Current Liabilities, dtype: float64","
2022-07-31    1.612439e+09
2021-07-31    1.594599e+09
2020-07-31    1.316742e+09
2019-07-31    1.500627e+09
Name: Total Stockholder Equity, dtype: float64","
2022-07-31    0.688928
2021-07-31    0.613572
2020-07-31    0.458302
2019-07-31    0.479222
dtype: float64","
2022-07-31    1.107427e+09
2021-07-31    1.243962e+09
2020-07-31    3.909800e+08
2019-07-31    1.088500e+08
Name: Cash, dtype: float64","
2022-07-31    1.791532e+09
2021-07-31    1.745586e+09
2020-07-31    6.650880e+08
2019-07-31    5.279400e+08
Name: Total Current Assets, dtype: float64"
EVGR,,,"
2021-11-30    110855.0
Name: Total Current Liabilities, dtype: float64","
2021-11-30   -4860.0
Name: Total Stockholder Equity, dtype: float64","
2021-11-30   -22.809671
dtype: float64",,
GKSGF,,,"
2021-12-31    2.821225e+09
2020-12-31    2.795161e+09
2019-12-31    2.320697e+09
2018-12-31    1.968783e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.299495e+09
2020-12-31    1.218208e+09
2019-12-31    1.164316e+09
2018-12-31    1.077654e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    2.171016
2020-12-31    2.294486
2019-12-31    1.993185
2018-12-31    1.826916
dtype: float64","
2021-12-31    853071000.0
2020-12-31    944733000.0
2019-12-31    445978000.0
2018-12-31    333626000.0
Name: Cash, dtype: float64","
2021-12-31    6.448109e+09
2020-12-31    7.091772e+09
2019-12-31    6.849346e+09
2018-12-31    5.600593e+09
Name: Total Current Assets, dtype: float64"
BC,1.402214022,0.0207,"
2021-12-31    1.442200e+09
2020-12-31    1.079200e+09
2019-12-31    9.444000e+08
2018-12-31    1.256600e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.914200e+09
2020-12-31    1.510000e+09
2019-12-31    1.300900e+09
2018-12-31    1.582600e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.753422
2020-12-31    0.714702
2019-12-31    0.725959
2018-12-31    0.794010
dtype: float64","
2021-12-31    354500000.0
2020-12-31    519600000.0
2019-12-31    320300000.0
2018-12-31    294400000.0
Name: Cash, dtype: float64","
2021-12-31    2.124600e+09
2020-12-31    1.670500e+09
2019-12-31    1.525800e+09
2018-12-31    1.880100e+09
Name: Total Current Assets, dtype: float64"
WB2.F,2.723756906,0.0066,"
2021-12-31    2.910000e+09
2020-12-31    3.226000e+09
2019-12-31    3.258000e+09
2018-12-31    1.646600e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.020100e+10
2020-12-31    1.012300e+10
2019-12-31    9.956500e+09
2018-12-31    2.865200e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.285266
2020-12-31    0.318680
2019-12-31    0.327223
2018-12-31    0.574689
dtype: float64","
2021-12-31    473000000.0
2020-12-31    599000000.0
2019-12-31    604200000.0
2018-12-31    580900000.0
Name: Cash, dtype: float64","
2021-12-31    3.832000e+09
2020-12-31    3.880000e+09
2019-12-31    4.192100e+09
2018-12-31    4.449600e+09
Name: Total Current Assets, dtype: float64"
LIVBU,,,,,,,
PPTA,,,"
2021-12-31    5743201.0
2020-12-31    3938047.0
2019-12-31    4407013.0
2018-12-31    3375994.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    111600595.0
2020-12-31     57630826.0
2019-12-31     32742976.0
2018-12-31     26661075.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.051462
2020-12-31    0.068332
2019-12-31    0.134594
2018-12-31    0.126626
dtype: float64","
2021-12-31    47852846.0
2020-12-31    25037766.0
2019-12-31    17504622.0
2018-12-31    29886558.0
Name: Cash, dtype: float64","
2021-12-31    49079073.0
2020-12-31    25792489.0
2019-12-31    18410614.0
2018-12-31    30420766.0
Name: Total Current Assets, dtype: float64"
SMFG,20.16806723,,"
2022-03-31    2.104894e+14
2021-03-31    1.986310e+14
2020-03-31    1.821713e+14
2019-03-31    1.600052e+14
Name: Total Current Liabilities, dtype: float64","
2022-03-31    1.268837e+13
2021-03-31    1.220777e+13
2020-03-31    1.087458e+13
2019-03-31    1.127932e+13
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    16.589167
2021-03-31    16.270868
2020-03-31    16.752029
2019-03-31    14.185712
dtype: float64","
2022-03-31    7.219314e+13
2021-03-31    6.965734e+13
2020-03-31    5.940753e+13
2019-03-31    5.488313e+13
Name: Cash, dtype: float64","
2022-03-31    1.018798e+14
2021-03-31    9.728878e+13
2020-03-31    8.927074e+13
2019-03-31    7.765670e+13
Name: Total Current Assets, dtype: float64"
GREE,-16.05042017,,"
2021-12-31    41726000.0
2020-12-31    11639000.0
2019-12-31     8008000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    212423000.0
2020-12-31     44360000.0
2019-12-31     33724000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.196429
2020-12-31    0.262376
2019-12-31    0.237457
dtype: float64","
2021-12-31    82599000.0
2020-12-31     5052000.0
2019-12-31    11750000.0
Name: Cash, dtype: float64","
2021-12-31    100602000.0
2020-12-31      7774000.0
2019-12-31     19185000.0
Name: Total Current Assets, dtype: float64"
TGAAU,,,,,,,
SSP,0.942989214,,"
2021-12-31    511880000.0
2020-12-31    358456000.0
2019-12-31    312032000.0
2018-12-31    198059000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.560495e+09
2020-12-31    1.163265e+09
2019-12-31    8.979350e+08
2018-12-31    9.261650e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.328024
2020-12-31    0.308146
2019-12-31    0.347500
2018-12-31    0.213849
dtype: float64","
2021-12-31     66223000.0
2020-12-31    576021000.0
2019-12-31     32968000.0
2018-12-31    107114000.0
Name: Cash, dtype: float64","
2021-12-31    7.022810e+08
2020-12-31    2.094185e+09
2019-12-31    6.439170e+08
2018-12-31    4.710170e+08
Name: Total Current Assets, dtype: float64"
WNEB,1.22923588,0.028199999,"
2021-12-31    2.261510e+09
2020-12-31    2.087358e+09
2019-12-31    1.842794e+09
2018-12-31    1.738393e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    223688000.0
2020-12-31    226640000.0
2019-12-31    232024000.0
2018-12-31    237029000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    10.110109
2020-12-31     9.210016
2019-12-31     7.942256
2018-12-31     7.334094
dtype: float64","
2021-12-31    103456000.0
2020-12-31     87444000.0
2019-12-31     24741000.0
2018-12-31     26789000.0
Name: Cash, dtype: float64","
2021-12-31    112923000.0
2020-12-31     97475000.0
2019-12-31     30203000.0
2018-12-31     32441000.0
Name: Total Current Assets, dtype: float64"
IIVIP,,0.0809,"
2022-06-30    1.266959e+09
2021-06-30    7.295890e+08
2020-06-30    6.728930e+08
2019-06-30    2.705630e+08
Name: Total Current Liabilities, dtype: float64","
2022-06-30    3.171156e+09
2021-06-30    2.960851e+09
2020-06-30    2.076803e+09
2019-06-30    1.133209e+09
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.399526
2021-06-30    0.246412
2020-06-30    0.324004
2019-06-30    0.238758
dtype: float64","
2022-06-30    2.582371e+09
2021-06-30    1.591892e+09
2020-06-30    4.930460e+08
2019-06-30    2.048720e+08
Name: Cash, dtype: float64","
2022-06-30    4.305192e+09
2021-06-30    3.027394e+09
2020-06-30    1.788969e+09
2019-06-30    8.129110e+08
Name: Total Current Assets, dtype: float64"
SRSAW,,,,,,,
REVE,,,"
2021-12-31    174579.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -8126267.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.021483
dtype: float64","
2021-12-31    367110.0
Name: Cash, dtype: float64","
2021-12-31    746669.0
Name: Total Current Assets, dtype: float64"
FENG,0.842627014,,"
2021-12-31    9.669790e+08
2020-12-31    1.062413e+09
2019-12-31    1.505443e+09
2018-12-31    1.073267e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.427383e+09
2020-12-31    1.635744e+09
2019-12-31    3.331751e+09
2018-12-31    3.079727e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.677449
2020-12-31    0.649498
2019-12-31    0.451847
2018-12-31    0.348494
dtype: float64","
2021-12-31    188980000.0
2020-12-31    357796000.0
2019-12-31    310876000.0
2018-12-31    174024000.0
Name: Cash, dtype: float64","
2021-12-31    2.077003e+09
2020-12-31    2.419917e+09
2019-12-31    2.556702e+09
2018-12-31    2.020570e+09
Name: Total Current Assets, dtype: float64"
DHBCU,,,,,,,
IDW,,,"
2021-10-31     8741000.0
2020-10-31    31912000.0
2019-10-31    45382000.0
2018-10-31    48120000.0
Name: Total Current Liabilities, dtype: float64","
2021-10-31    22637000.0
2020-10-31    18225000.0
2019-10-31    16037000.0
2018-10-31    16492000.0
Name: Total Stockholder Equity, dtype: float64","
2021-10-31    0.386138
2020-10-31    1.751001
2019-10-31    2.829831
2018-10-31    2.917778
dtype: float64","
2021-10-31    17532000.0
2020-10-31    10541000.0
2019-10-31     7543000.0
2018-10-31    13445000.0
Name: Cash, dtype: float64","
2021-10-31    28323000.0
2020-10-31    49748000.0
2019-10-31    60823000.0
2018-10-31    72725000.0
Name: Total Current Assets, dtype: float64"
ARIS,-1.338582677,0.023,"
2021-12-31    49045000.0
2020-12-31    45789000.0
2019-12-31    69166000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    212869000.0
2020-12-31    633915000.0
2019-12-31    545508000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.230400
2020-12-31    0.072232
2019-12-31    0.126792
dtype: float64","
2021-12-31    60055000.0
2020-12-31    24932000.0
2019-12-31     7083000.0
Name: Cash, dtype: float64","
2021-12-31    132388000.0
2020-12-31     66068000.0
2019-12-31     60763000.0
Name: Total Current Assets, dtype: float64"
BMW3.F,,0.0795,"
2021-12-31    7.646600e+10
2020-12-31    7.196300e+10
2019-12-31    8.262500e+10
2019-01-01    7.184800e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    7.436600e+10
2020-12-31    6.089100e+10
2019-12-31    5.932400e+10
2019-01-01    5.726800e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.028239
2020-12-31    1.181833
2019-12-31    1.392775
2019-01-01    1.254592
dtype: float64","
2021-12-31    1.253800e+10
2020-12-31    1.067400e+10
2019-12-31    9.961000e+09
2019-01-01    8.994000e+09
Name: Cash, dtype: float64","
2021-12-31    8.617300e+10
2020-12-31    8.180700e+10
2019-12-31    9.063000e+10
2019-01-01    8.473800e+10
Name: Total Current Assets, dtype: float64"
IRT,1.130952381,0.0354,"
2021-12-31    136762000.0
2020-12-31     40343000.0
2019-12-31     44086000.0
2018-12-31     39696000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.480761e+09
2020-12-31    7.080600e+08
2019-12-31    6.132790e+08
2018-12-31    6.229950e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.039291
2020-12-31    0.056977
2019-12-31    0.071886
2018-12-31    0.063718
dtype: float64","
2021-12-31    35972000.0
2020-12-31     8751000.0
2019-12-31     9888000.0
2018-12-31     9316000.0
Name: Cash, dtype: float64","
2021-12-31    129719000.0
2020-12-31     13615000.0
2019-12-31     15386000.0
2018-12-31    101637000.0
Name: Total Current Assets, dtype: float64"
ATNI,1.5,0.0173,"
2021-12-31    220944000.0
2020-12-31    147928000.0
2019-12-31    119669000.0
2018-12-31    140650000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    601250000.0
2020-12-31    645649000.0
2019-12-31    676122000.0
2018-12-31    695387000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.367474
2020-12-31    0.229115
2019-12-31    0.176993
2018-12-31    0.202261
dtype: float64","
2021-12-31     79601000.0
2020-12-31    103925000.0
2019-12-31    161287000.0
2018-12-31    191836000.0
Name: Cash, dtype: float64","
2021-12-31    232617000.0
2020-12-31    240065000.0
2019-12-31    228723000.0
2018-12-31    275765000.0
Name: Total Current Assets, dtype: float64"
ICAGY,-0.101437025,,"
2021-12-31    1.327800e+10
2020-12-31    1.151600e+10
2019-12-31    1.274800e+10
2018-12-31    1.105000e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    8.400000e+08
2020-12-31    1.604000e+09
2019-12-31    6.823000e+09
2018-12-31    6.714000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    15.807143
2020-12-31     7.179551
2019-12-31     1.868386
2018-12-31     1.645815
dtype: float64","
2021-12-31    7.892000e+09
2020-12-31    5.774000e+09
2019-12-31    4.062000e+09
2018-12-31    3.837000e+09
Name: Cash, dtype: float64","
2021-12-31    1.055100e+10
2020-12-31    7.840000e+09
2019-12-31    1.132700e+10
2018-12-31    1.009300e+10
Name: Total Current Assets, dtype: float64"
PBR,6.4,0.5112,"
2021-12-31    1.349130e+11
2020-12-31    1.362870e+11
2019-12-31    1.161470e+11
2018-12-31    9.706800e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.873290e+11
2020-12-31    3.084100e+11
2019-12-31    2.955410e+11
2018-12-31    2.772250e+11
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.348316
2020-12-31    0.441902
2019-12-31    0.392998
2018-12-31    0.350142
dtype: float64","
2021-12-31    5.841000e+10
2020-12-31    6.085600e+10
2019-12-31    2.971400e+10
2018-12-31    5.385400e+10
Name: Cash, dtype: float64","
2021-12-31    1.682470e+11
2020-12-31    1.423230e+11
2019-12-31    1.121010e+11
2018-12-31    1.436060e+11
Name: Total Current Assets, dtype: float64"
TNP,-3.611457036,0.0114,"
2021-12-31    332096000.0
2020-12-31    382040000.0
2019-12-31    354200000.0
2018-12-31    254302000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.225342e+09
2020-12-31    1.337035e+09
2019-12-31    1.432746e+09
2018-12-31    1.476711e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.271023
2020-12-31    0.285737
2019-12-31    0.247218
2018-12-31    0.172208
dtype: float64","
2021-12-31    117192000.0
2020-12-31    160475000.0
2019-12-31    184835000.0
2018-12-31    204763000.0
Name: Cash, dtype: float64","
2021-12-31    239662000.0
2020-12-31    321474000.0
2019-12-31    397014000.0
2018-12-31    317502000.0
Name: Total Current Assets, dtype: float64"
0II3.L,,,"
2021-12-31    2.291300e+09
2020-12-31    2.483100e+09
2019-12-31    1.359100e+09
2018-12-31    8.268000e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.584400e+09
2020-12-31    3.168400e+09
2019-12-31    2.578600e+09
2018-12-31    3.107800e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.639242
2020-12-31    0.783708
2019-12-31    0.527069
2018-12-31    0.266040
dtype: float64","
2021-12-31    2.247000e+08
2020-12-31    1.684600e+09
2019-12-31    4.013000e+08
2018-12-31    2.236000e+08
Name: Cash, dtype: float64","
2021-12-31    1.120900e+09
2020-12-31    2.478300e+09
2019-12-31    1.209400e+09
2018-12-31    9.023000e+08
Name: Total Current Assets, dtype: float64"
BATL,,,"
2021-12-31    121602000.0
2020-12-31     83176000.0
2019-12-31    106434000.0
2018-12-31    161742000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.370500e+07
2020-12-31    8.995800e+07
2019-12-31    3.166500e+08
2018-12-31    1.197044e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.908830
2020-12-31    0.924609
2019-12-31    0.336125
2018-12-31    0.135118
dtype: float64","
2021-12-31    46864000.0
2020-12-31     4295000.0
2019-12-31     5701000.0
2018-12-31    46866000.0
Name: Cash, dtype: float64","
2021-12-31     87914000.0
2020-12-31     47836000.0
2019-12-31     71153000.0
2018-12-31    144652000.0
Name: Total Current Assets, dtype: float64"
GMS,5.408450704,,"
2022-04-30    689198000.0
2021-04-30    562501000.0
2020-04-30    475059000.0
2019-04-30    358575000.0
Name: Total Current Liabilities, dtype: float64","
2022-04-30    1.064498e+09
2021-04-30    8.224620e+08
2020-04-30    6.339810e+08
2019-04-30    6.291760e+08
Name: Total Stockholder Equity, dtype: float64","
2022-04-30    0.647439
2021-04-30    0.683923
2020-04-30    0.749327
2019-04-30    0.569912
dtype: float64","
2022-04-30    101916000.0
2021-04-30    167012000.0
2020-04-30    210909000.0
2019-04-30     47338000.0
Name: Cash, dtype: float64","
2022-04-30    1.423127e+09
2021-04-30    1.102252e+09
2020-04-30    9.666220e+08
2019-04-30    8.023060e+08
Name: Total Current Assets, dtype: float64"
