,ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
1209,CFBK,0.539149888,0.009,"
2021-12-31    1.258024e+09
2020-12-31    1.125856e+09
2019-12-31    7.515640e+08
2018-12-31    5.840580e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    125330000.0
2020-12-31    110210000.0
2019-12-31     80664000.0
2018-12-31     45559000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    10.037692
2020-12-31    10.215552
2019-12-31     9.317217
2018-12-31    12.819816
dtype: float64","
2021-12-31    163291000.0
2020-12-31    218294000.0
2019-12-31     40715000.0
2018-12-31     63802000.0
Name: Cash, dtype: float64","
2021-12-31    199915000.0
2020-12-31    529487000.0
2019-12-31    187555000.0
2018-12-31     87746000.0
Name: Total Current Assets, dtype: float64"
1210,0IIF.L,,,,,,,
1211,DDF,,0.13430001,"
2021-11-30    29801667.0
2020-11-30    27514611.0
2019-11-30    39003686.0
2018-11-30    40362678.0
Name: Total Current Liabilities, dtype: float64","
2021-11-30    80233150.0
2020-11-30    72837963.0
2019-11-30    84481336.0
2018-11-30    85243702.0
Name: Total Stockholder Equity, dtype: float64","
2021-11-30    0.371438
2020-11-30    0.377751
2019-11-30    0.461684
2018-11-30    0.473497
dtype: float64","
2021-11-30          NaN
2020-11-30          NaN
2019-11-30     237751.0
2018-11-30    1149058.0
Name: Cash, dtype: float64","
2021-11-30    1274479.0
2020-11-30     943259.0
2019-11-30    1791633.0
2018-11-30    6337970.0
Name: Total Current Assets, dtype: float64"
1212,AEX.F,,,"
2020-12-31    1.008830e+11
2019-12-31    9.387000e+10
2018-12-31    9.137900e+10
2017-12-31    9.053600e+10
Name: Total Current Liabilities, dtype: float64","
2020-12-31    5.944100e+10
2019-12-31    5.533100e+10
2018-12-31    5.031200e+10
2017-12-31    5.117200e+10
Name: Total Stockholder Equity, dtype: float64","
2020-12-31    1.697196
2019-12-31    1.696517
2018-12-31    1.816247
2017-12-31    1.769249
dtype: float64","
2020-12-31    1.747000e+09
2019-12-31    1.537000e+09
2018-12-31    1.247000e+09
2017-12-31    7.280000e+08
Name: Cash, dtype: float64","
2020-12-31    3.665200e+10
2019-12-31    3.521200e+10
2018-12-31    3.410600e+10
2017-12-31    3.242100e+10
Name: Total Current Assets, dtype: float64"
1213,GTHX,1.328244275,,"
2021-12-31    27613000.0
2020-12-31    23443000.0
2019-12-31    19769000.0
2018-12-31    12362000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    143541000.0
2020-12-31    177351000.0
2019-12-31    255527000.0
2018-12-31    358820000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.192370
2020-12-31    0.132184
2019-12-31    0.077366
2018-12-31    0.034452
dtype: float64","
2021-12-31    221186000.0
2020-12-31    207306000.0
2019-12-31    269208000.0
2018-12-31    369290000.0
Name: Cash, dtype: float64","
2021-12-31    243565000.0
2020-12-31    216392000.0
2019-12-31    271003000.0
2018-12-31    370133000.0
Name: Total Current Assets, dtype: float64"
1214,IAG,0.710659898,,"
2021-12-31    581700000.0
2020-12-31    334800000.0
2019-12-31    266000000.0
2018-12-31    227200000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.239800e+09
2020-12-31    2.458200e+09
2019-12-31    2.346100e+09
2018-12-31    2.732600e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.259711
2020-12-31    0.136197
2019-12-31    0.113380
2018-12-31    0.083144
dtype: float64","
2021-12-31    544900000.0
2020-12-31    941500000.0
2019-12-31    830600000.0
2018-12-31    615100000.0
Name: Cash, dtype: float64","
2021-12-31    9.511000e+08
2020-12-31    1.395500e+09
2019-12-31    1.263000e+09
2018-12-31    1.086900e+09
Name: Total Current Assets, dtype: float64"
1215,0SEA.L,,,"
2021-09-30    2.260200e+10
2020-09-30    2.155200e+10
2019-09-30    2.348700e+10
2018-09-30    2.341800e+10
Name: Total Current Liabilities, dtype: float64","
2021-09-30    1.495800e+10
2020-09-30    1.494200e+10
2019-09-30    1.185600e+10
2018-09-30    9.499000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    1.511031
2020-09-30    1.442377
2019-09-30    1.981022
2018-09-30    2.465312
dtype: float64","
2021-09-30    5.333000e+09
2020-09-30    4.630000e+09
2019-09-30    1.871000e+09
2018-09-30    2.544000e+09
Name: Cash, dtype: float64","
2021-09-30    2.339700e+10
2020-09-30    2.254800e+10
2019-09-30    2.491700e+10
2018-09-30    2.600600e+10
Name: Total Current Assets, dtype: float64"
1216,DYH.F,,0.026800001,"
2022-01-29    2.174700e+10
2021-01-30    2.012500e+10
2020-02-01    1.448700e+10
2019-02-02    1.501400e+10
Name: Total Current Liabilities, dtype: float64","
2022-01-29    1.282700e+10
2021-01-30    1.444000e+10
2020-02-01    1.183300e+10
2019-02-02    1.129700e+10
Name: Total Stockholder Equity, dtype: float64","
2022-01-29    1.695408
2021-01-30    1.393698
2020-02-01    1.224288
2019-02-02    1.329025
dtype: float64","
2022-01-29    5.911000e+09
2021-01-30    8.511000e+09
2020-02-01    2.577000e+09
2019-02-02    1.556000e+09
Name: Cash, dtype: float64","
2022-01-29    2.157300e+10
2021-01-30    2.075600e+10
2020-02-01    1.290200e+10
2019-02-02    1.251900e+10
Name: Total Current Assets, dtype: float64"
1217,GGB,3.11023622,0.118999995,"
2021-12-31    1.403681e+10
2020-12-31    1.148214e+10
2019-12-31    7.424537e+09
2018-12-31    8.504253e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.260428e+10
2020-12-31    3.086027e+10
2019-12-31    2.695570e+10
2018-12-31    2.573060e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.329470
2020-12-31    0.372069
2019-12-31    0.275435
2018-12-31    0.330511
dtype: float64","
2021-12-31    4.160654e+09
2020-12-31    4.617204e+09
2019-12-31    2.641652e+09
2018-12-31    2.890144e+09
Name: Cash, dtype: float64","
2021-12-31    3.264048e+10
2020-12-31    2.340945e+10
2019-12-31    1.823571e+10
2018-12-31    1.750308e+10
Name: Total Current Assets, dtype: float64"
1218,DPHAY,,0.016,"
2022-06-30    158700000.0
2021-06-30    155800000.0
2020-06-30    137300000.0
2019-06-30    118100000.0
Name: Total Current Liabilities, dtype: float64","
2022-06-30    666800000.0
2021-06-30    632900000.0
2020-06-30    637500000.0
2019-06-30    509100000.0
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.238002
2021-06-30    0.246168
2020-06-30    0.215373
2019-06-30    0.231978
dtype: float64","
2022-06-30    120900000.0
2021-06-30    118400000.0
2020-06-30    227400000.0
2019-06-30     80300000.0
Name: Cash, dtype: float64","
2022-06-30    444400000.0
2021-06-30    392200000.0
2020-06-30    448900000.0
2019-06-30    291500000.0
Name: Total Current Assets, dtype: float64"
1219,PASG,0.976042591,,"
2021-12-31    29498000.0
2020-12-31    21175000.0
2019-12-31     3681000.0
2018-12-31      307000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    318657000.0
2020-12-31    304714000.0
2019-12-31    -56253000.0
2018-12-31    -12173000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.092570
2020-12-31    0.069491
2019-12-31   -0.065437
2018-12-31   -0.025220
dtype: float64","
2021-12-31    128965000.0
2020-12-31    135002000.0
2019-12-31    158874000.0
2018-12-31     24861000.0
Name: Cash, dtype: float64","
2021-12-31    325066000.0
2020-12-31    317183000.0
2019-12-31    165775000.0
2018-12-31     33399000.0
Name: Total Current Assets, dtype: float64"
1220,TNK,0.284046693,,"
2021-12-31    157088000.0
2020-12-31    197119000.0
2019-12-31    279705000.0
2018-12-31    197761000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    8.384120e+08
2020-12-31    1.078902e+09
2019-12-31    9.899200e+08
2018-12-31    9.469330e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.187364
2020-12-31    0.182703
2019-12-31    0.282553
2018-12-31    0.208844
dtype: float64","
2021-12-31    50572000.0
2020-12-31    97232000.0
2019-12-31    88824000.0
2018-12-31    54917000.0
Name: Cash, dtype: float64","
2021-12-31    245395000.0
2020-12-31    245408000.0
2019-12-31    421225000.0
2018-12-31    225591000.0
Name: Total Current Assets, dtype: float64"
1221,SKY,1.63,,"
2022-04-02    350112000.0
2021-04-03    263642000.0
2020-03-28    186647000.0
2019-03-30    206303000.0
Name: Total Current Liabilities, dtype: float64","
2022-04-02    825113000.0
2021-04-03    568611000.0
2020-03-28    474315000.0
2019-03-30    411972000.0
Name: Total Stockholder Equity, dtype: float64","
2022-04-02    0.424320
2021-04-03    0.463660
2020-03-28    0.393509
2019-03-30    0.500769
dtype: float64","
2022-04-02    435413000.0
2021-04-03    262581000.0
2020-03-28    209455000.0
2019-03-30    126634000.0
Name: Cash, dtype: float64","
2022-04-02    782260000.0
2021-04-03    499767000.0
2020-03-28    398813000.0
2019-03-30    318290000.0
Name: Total Current Assets, dtype: float64"
1222,JPI,,0.0833,,,,,
1223,MEC,-3.08988764,,"
2021-12-31    77372000.0
2020-12-31    52740000.0
2019-12-31    48191000.0
2018-12-31    83161000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    198271000.0
2020-12-31    200857000.0
2019-12-31    200895000.0
2018-12-31    -30817000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.390234
2020-12-31    0.262575
2019-12-31    0.239882
2018-12-31   -2.698543
dtype: float64","
2021-12-31     118000.0
2020-12-31     121000.0
2019-12-31       1000.0
2018-12-31    3089000.0
Name: Cash, dtype: float64","
2021-12-31    132566000.0
2020-12-31     89248000.0
2019-12-31     90477000.0
2018-12-31    112759000.0
Name: Total Current Assets, dtype: float64"
1224,OZ,,,"
2021-12-31     4761000.0
2020-12-31    35889000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    323683000.0
2020-12-31      -102000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31      0.014709
2020-12-31   -351.852941
dtype: float64","
2021-12-31    192131000.0
2020-12-31      6578000.0
Name: Cash, dtype: float64","
2021-12-31    216103000.0
2020-12-31      6578000.0
Name: Total Current Assets, dtype: float64"
1225,FERG,,0.024400001,"
2022-07-31    5.799000e+09
2021-07-31    4.738000e+09
2020-07-31    4.749000e+09
2019-07-31    4.181000e+09
Name: Total Current Liabilities, dtype: float64","
2022-07-31    4.665000e+09
2021-07-31    5.003000e+09
2020-07-31    4.371000e+09
2019-07-31    4.350000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-07-31    1.243087
2021-07-31    0.947032
2020-07-31    1.086479
2019-07-31    0.961149
dtype: float64","
2022-07-31    7.710000e+08
2021-07-31    1.335000e+09
2020-07-31    2.115000e+09
2019-07-31    1.133000e+09
Name: Cash, dtype: float64","
2022-07-31    9.551000e+09
2021-07-31    8.129000e+09
2020-07-31    8.077000e+09
2019-07-31    7.195000e+09
Name: Total Current Assets, dtype: float64"
1226,CNOB,1.089068826,0.026199998,"
2021-12-31    6.336081e+09
2020-12-31    5.959224e+09
2019-12-31    4.767542e+09
2018-12-31    4.497092e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.013285e+09
2020-12-31    9.153100e+08
2019-12-31    7.311900e+08
2018-12-31    6.139270e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    6.253010
2020-12-31    6.510607
2019-12-31    6.520251
2018-12-31    7.325125
dtype: float64","
2021-12-31    265536000.0
2020-12-31    303756000.0
2019-12-31    201483000.0
2018-12-31    172366000.0
Name: Cash, dtype: float64","
2021-12-31    303435000.0
2020-12-31    343934000.0
2019-12-31    255832000.0
2018-12-31    192061000.0
Name: Total Current Assets, dtype: float64"
1227,FRON,,,"
2021-12-31    274336.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -12549730.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.02186
dtype: float64","
2021-12-31    376649.0
Name: Cash, dtype: float64","
2021-12-31    892872.0
Name: Total Current Assets, dtype: float64"
1228,KBXA.F,,0.043899998,"
2021-12-31    2.697348e+09
2020-12-31    3.492067e+09
2019-12-31    2.512764e+09
2018-12-31    2.369967e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.328345e+09
2020-12-31    1.830653e+09
2019-12-31    1.784393e+09
2018-12-31    1.501902e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.158483
2020-12-31    1.907553
2019-12-31    1.408190
2018-12-31    1.577977
dtype: float64","
2021-12-31    1.380210e+09
2020-12-31    2.277048e+09
2019-12-31    1.880738e+09
2018-12-31    1.756033e+09
Name: Cash, dtype: float64","
2021-12-31    3.937638e+09
2020-12-31    4.597329e+09
2019-12-31    4.223186e+09
2018-12-31    4.170367e+09
Name: Total Current Assets, dtype: float64"
1229,PNFPP,,0.0684,"
2021-12-31    3.156464e+10
2020-12-31    2.803360e+10
2019-12-31    2.105989e+10
2018-12-31    1.937942e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5.093481e+09
2020-12-31    4.687485e+09
2019-12-31    4.355748e+09
2018-12-31    3.965940e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    6.197067
2020-12-31    5.980521
2019-12-31    4.834965
2018-12-31    4.886464
dtype: float64","
2021-12-31    4.019034e+09
2020-12-31    3.737661e+09
2019-12-31    3.896620e+08
2018-12-31    3.266010e+08
Name: Cash, dtype: float64","
2021-12-31    5.327259e+09
2020-12-31    4.427791e+09
2019-12-31    8.709900e+08
2018-12-31    8.889370e+08
Name: Total Current Assets, dtype: float64"
1230,LYTS,1.647509579,0.027,"
2022-06-30    74618000.0
2021-06-30    70895000.0
2020-06-30    34649000.0
2019-06-30    39875000.0
Name: Total Current Liabilities, dtype: float64","
2022-06-30    147769000.0
2021-06-30    131170000.0
2020-06-30    125700000.0
2019-06-30    119937000.0
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.504964
2021-06-30    0.540482
2020-06-30    0.275648
2019-06-30    0.332466
dtype: float64","
2022-06-30    2462000.0
2021-06-30    2282000.0
2020-06-30    3517000.0
2019-06-30     966000.0
Name: Cash, dtype: float64","
2022-06-30    158917000.0
2021-06-30    125008000.0
2020-06-30     85858000.0
2019-06-30    110980000.0
Name: Total Current Assets, dtype: float64"
1231,HMCOU,,,,,,,
1232,AEACU,,,,,,,
1233,NWE,1.118181818,0.048600003,"
2021-12-31    379642000.0
2020-12-31    466423000.0
2019-12-31    334267000.0
2018-12-31    347009000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.339713e+09
2020-12-31    2.079095e+09
2019-12-31    2.039094e+09
2018-12-31    1.942382e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.162260
2020-12-31    0.224339
2019-12-31    0.163929
2018-12-31    0.178651
dtype: float64","
2021-12-31    2820000.0
2020-12-31    5811000.0
2019-12-31    5145000.0
2018-12-31    7860000.0
Name: Cash, dtype: float64","
2021-12-31    437795000.0
2020-12-31    308680000.0
2019-12-31    301727000.0
2018-12-31    277685000.0
Name: Total Current Assets, dtype: float64"
1234,IDEXF,3.341121495,0.027999999,"
2022-01-31    8.029000e+09
2021-01-31    6.338000e+09
2020-01-31    7.306000e+09
2019-01-31    5.383000e+09
Name: Total Current Liabilities, dtype: float64","
2022-01-31    1.573300e+10
2021-01-31    1.452000e+10
2020-01-31    1.491300e+10
2019-01-31    1.465200e+10
Name: Total Stockholder Equity, dtype: float64","
2022-01-31    0.510329
2021-01-31    0.436501
2020-01-31    0.489908
2019-01-31    0.367390
dtype: float64","
2022-01-31    7.021000e+09
2021-01-31    7.398000e+09
2020-01-31    4.780000e+09
2019-01-31    4.866000e+09
Name: Cash, dtype: float64","
2022-01-31    1.360200e+10
2021-01-31    1.095700e+10
2020-01-31    1.141400e+10
2019-01-31    1.062000e+10
Name: Total Current Assets, dtype: float64"
1235,BDX,2.543759513,0.0151,"
2021-09-30    6.626000e+09
2020-09-30    5.836000e+09
2019-09-30    5.655000e+09
2018-09-30    7.216000e+09
Name: Total Current Liabilities, dtype: float64","
2021-09-30    2.367500e+10
2020-09-30    2.376300e+10
2019-09-30    2.107900e+10
2018-09-30    2.099200e+10
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.279873
2020-09-30    0.245592
2019-09-30    0.268276
2018-09-30    0.343750
dtype: float64","
2021-09-30    2.283000e+09
2020-09-30    2.825000e+09
2019-09-30    5.360000e+08
2018-09-30    1.140000e+09
Name: Cash, dtype: float64","
2021-09-30    8.838000e+09
2020-09-30    8.969000e+09
2019-09-30    6.664000e+09
2018-09-30    7.411000e+09
Name: Total Current Assets, dtype: float64"
1236,NKG,,0.0418,"
2022-05-31    893932.0
2021-05-31    772071.0
2020-05-31    645062.0
2019-05-31    738640.0
Name: Total Current Liabilities, dtype: float64","
2022-05-31    127870045.0
2021-05-31    149899104.0
2020-05-31    145113723.0
2019-05-31    144151938.0
Name: Total Stockholder Equity, dtype: float64","
2022-05-31    0.006991
2021-05-31    0.005151
2020-05-31    0.004445
2019-05-31    0.005124
dtype: float64","
2022-05-31          NaN
2021-05-31    1431963.0
2020-05-31     563546.0
2019-05-31     554077.0
Name: Cash, dtype: float64","
2022-05-31    2940328.0
2021-05-31    4419653.0
2020-05-31    4169452.0
2019-05-31    5435663.0
Name: Total Current Assets, dtype: float64"
1237,PLMR,12.125,,"
2021-12-31    489646000.0
2020-12-31    360003000.0
2019-12-31    174907000.0
2018-12-31    115763000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    394169000.0
2020-12-31    363713000.0
2019-12-31    218556000.0
2018-12-31     96292000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.242224
2020-12-31    0.989800
2019-12-31    0.800285
2018-12-31    1.202208
dtype: float64","
2021-12-31    50284000.0
2020-12-31    33538000.0
2019-12-31    33119000.0
2018-12-31     9525000.0
Name: Cash, dtype: float64","
2021-12-31    298423000.0
2020-12-31    189901000.0
2019-12-31     88227000.0
2018-12-31     66900000.0
Name: Total Current Assets, dtype: float64"
1238,0A0Y.L,,,"
2022-06-30    2.296000e+09
2021-06-30    3.002000e+09
2020-06-30    1.906000e+09
2019-06-30    1.712000e+09
Name: Total Current Liabilities, dtype: float64","
2022-06-30    1.133900e+10
2021-06-30    1.112300e+10
2020-06-30    1.009400e+10
2019-06-30    9.947000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.202487
2021-06-30    0.269891
2020-06-30    0.188825
2019-06-30    0.172112
dtype: float64","
2022-06-30    5.200000e+09
2021-06-30    5.886000e+09
2020-06-30    4.645000e+09
2019-06-30    3.234000e+09
Name: Cash, dtype: float64","
2022-06-30    8.281000e+09
2021-06-30    8.749000e+09
2020-06-30    7.486000e+09
2019-06-30    6.478000e+09
Name: Total Current Assets, dtype: float64"
1239,SWETW,,,,,,,
1240,DLA,-1.46484375,,"
2021-10-02    105461000.0
2020-10-03     96027000.0
2019-09-28     88875000.0
2018-09-29     75811000.0
Name: Total Current Liabilities, dtype: float64","
2021-10-02    164852000.0
2020-10-03    143210000.0
2019-09-28    154169000.0
2018-09-29    150025000.0
Name: Total Stockholder Equity, dtype: float64","
2021-10-02    0.639731
2020-10-03    0.670533
2019-09-28    0.576478
2018-09-29    0.505322
dtype: float64","
2021-10-02     9376000.0
2020-10-03    16458000.0
2019-09-28      605000.0
2018-09-29      460000.0
Name: Cash, dtype: float64","
2021-10-02    242963000.0
2020-10-03    226768000.0
2019-09-28    243598000.0
2018-09-29    225422000.0
Name: Total Current Assets, dtype: float64"
1241,S93.F,,,"
2021-12-31    352163000.0
2020-12-31    341571000.0
2019-12-31    431110000.0
2018-12-31    320272000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    410409000.0
2020-12-31    439146000.0
2019-12-31    416893000.0
2018-12-31    424482000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.858078
2020-12-31    0.777807
2019-12-31    1.034102
2018-12-31    0.754501
dtype: float64","
2021-12-31    219835000.0
2020-12-31    195820000.0
2019-12-31    286852000.0
2018-12-31    320146000.0
Name: Cash, dtype: float64","
2021-12-31    719327000.0
2020-12-31    722662000.0
2019-12-31    808543000.0
2018-12-31    705892000.0
Name: Total Current Assets, dtype: float64"
1242,ENLV,1.714922049,,"
2021-12-31    4718000.0
2020-12-31    4372000.0
2019-12-31    5980000.0
2018-12-31    1130000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    85039000.0
2020-12-31    35487000.0
2019-12-31    11282000.0
2018-12-31     9182000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.055480
2020-12-31    0.123200
2019-12-31    0.530048
2018-12-31    0.123067
dtype: float64","
2021-12-31    11202000.0
2020-12-31     5673000.0
2019-12-31     3948000.0
2018-12-31     9736000.0
Name: Cash, dtype: float64","
2021-12-31    86442000.0
2020-12-31    38121000.0
2019-12-31    16421000.0
2018-12-31    10277000.0
Name: Total Current Assets, dtype: float64"
1243,FPE3.F,1.326595073,0.0359,"
2021-12-31    453000000.0
2020-12-31    409000000.0
2019-12-31    373000000.0
2018-12-31    369000000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.753000e+09
2020-12-31    1.579000e+09
2019-12-31    1.560000e+09
2018-12-31    1.455000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.258414
2020-12-31    0.259025
2019-12-31    0.239103
2018-12-31    0.253608
dtype: float64","
2021-12-31    146000000.0
2020-12-31    209000000.0
2019-12-31    219000000.0
2018-12-31    195000000.0
Name: Cash, dtype: float64","
2021-12-31    1.121000e+09
2020-12-31    9.740000e+08
2019-12-31    1.022000e+09
2018-12-31    1.018000e+09
Name: Total Current Assets, dtype: float64"
1244,GLLIR,,,,,,,
1245,HDI0.F,,0.0196,"
2022-01-30    2.869300e+10
2021-01-31    2.316600e+10
2020-02-02    1.837500e+10
2019-02-03    1.671600e+10
Name: Total Current Liabilities, dtype: float64","
2022-01-30   -1.696000e+09
2021-01-31    3.299000e+09
2020-02-02   -3.116000e+09
2019-02-03   -1.878000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-01-30   -16.918042
2021-01-31     7.022128
2020-02-02    -5.896983
2019-02-03    -8.900958
dtype: float64","
2022-01-30    2.343000e+09
2021-01-31    7.895000e+09
2020-02-02    2.133000e+09
2019-02-03    1.778000e+09
Name: Cash, dtype: float64","
2022-01-30    2.905500e+10
2021-01-31    2.847700e+10
2020-02-02    1.981000e+10
2019-02-03    1.852900e+10
Name: Total Current Assets, dtype: float64"
1246,FOXA,1.052631579,0.0168,"
2022-06-30    2.296000e+09
2021-06-30    3.002000e+09
2020-06-30    1.906000e+09
2019-06-30    1.712000e+09
Name: Total Current Liabilities, dtype: float64","
2022-06-30    1.133900e+10
2021-06-30    1.112300e+10
2020-06-30    1.009400e+10
2019-06-30    9.947000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.202487
2021-06-30    0.269891
2020-06-30    0.188825
2019-06-30    0.172112
dtype: float64","
2022-06-30    5.200000e+09
2021-06-30    5.886000e+09
2020-06-30    4.645000e+09
2019-06-30    3.234000e+09
Name: Cash, dtype: float64","
2022-06-30    8.281000e+09
2021-06-30    8.749000e+09
2020-06-30    7.486000e+09
2019-06-30    6.478000e+09
Name: Total Current Assets, dtype: float64"
1247,ICUI,1.960199005,,"
2021-12-31    200777000.0
2020-12-31    195488000.0
2019-12-31    248468000.0
2018-12-31    249289000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.616031e+09
2020-12-31    1.502265e+09
2019-12-31    1.377244e+09
2018-12-31    1.263655e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.124241
2020-12-31    0.130129
2019-12-31    0.180410
2018-12-31    0.197276
dtype: float64","
2021-12-31    552827000.0
2020-12-31    396097000.0
2019-12-31    268670000.0
2018-12-31    344781000.0
Name: Cash, dtype: float64","
2021-12-31    1.029809e+09
2020-12-31    9.207770e+08
2019-12-31    8.821970e+08
2018-12-31    9.270360e+08
Name: Total Current Assets, dtype: float64"
1248,LIN,2.194137638,0.0162,"
2021-12-31    1.364300e+10
2020-12-31    1.374000e+10
2019-12-31    1.216000e+10
2018-12-31    1.295600e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.403500e+10
2020-12-31    4.731700e+10
2019-12-31    4.907400e+10
2018-12-31    5.159600e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.309822
2020-12-31    0.290382
2019-12-31    0.247789
2018-12-31    0.251105
dtype: float64","
2021-12-31    2.823000e+09
2020-12-31    3.754000e+09
2019-12-31    2.700000e+09
2018-12-31    4.466000e+09
Name: Cash, dtype: float64","
2021-12-31    1.015900e+10
2020-12-31    1.092400e+10
2019-12-31    1.035200e+10
2018-12-31    1.727200e+10
Name: Total Current Assets, dtype: float64"
1249,0L3C.L,,,"
2021-12-25    2.306514e+09
2020-12-26    2.283102e+09
2019-12-28    2.038369e+09
2018-12-29    3.218827e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-25    3.425126e+09
2020-12-26    3.348172e+09
2019-12-28    2.998044e+09
2018-12-29    2.961332e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-25    0.673410
2020-12-26    0.681895
2019-12-28    0.679900
2018-12-29    1.086952
dtype: float64","
2021-12-25    117965000.0
2020-12-26    421185000.0
2019-12-28    106097000.0
2018-12-29     56885000.0
Name: Cash, dtype: float64","
2021-12-25    3.844035e+09
2020-12-26    3.791415e+09
2019-12-28    3.226502e+09
2018-12-29    4.175220e+09
Name: Total Current Assets, dtype: float64"
1250,ARIZW,,,,,,,
1251,NXGN,12.07317073,,"
2022-03-31    180862000.0
2021-03-31    180633000.0
2020-03-31    143218000.0
2019-03-31    128232000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31    423078000.0
2021-03-31    431644000.0
2020-03-31    400494000.0
2019-03-31    375946000.0
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.427491
2021-03-31    0.418477
2020-03-31    0.357603
2019-03-31    0.341092
dtype: float64","
2022-03-31     59829000.0
2021-03-31     73295000.0
2020-03-31    138012000.0
2019-03-31     33079000.0
Name: Cash, dtype: float64","
2022-03-31    211570000.0
2021-03-31    207644000.0
2020-03-31    260015000.0
2019-03-31    159851000.0
Name: Total Current Assets, dtype: float64"
1252,PRLD,1.544117647,,"
2021-12-31    19201000.0
2020-12-31    11375000.0
2019-12-31     4835000.0
2018-12-31     2447000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    285897000.0
2020-12-31    212183000.0
2019-12-31    -49412000.0
2018-12-31    -22693000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.067161
2020-12-31    0.053609
2019-12-31   -0.097851
2018-12-31   -0.107831
dtype: float64","
2021-12-31     31828000.0
2020-12-31    218309000.0
2019-12-31     18879000.0
2018-12-31     15595000.0
Name: Cash, dtype: float64","
2021-12-31    295115000.0
2020-12-31    220809000.0
2019-12-31     20224000.0
2018-12-31     15595000.0
Name: Total Current Assets, dtype: float64"
1253,NYMTM,,0.1096,"
2021-12-31    1.721000e+06
2020-12-31             NaN
2019-12-31    8.800000e+06
2018-12-31    2.232727e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.802810e+09
2020-12-31    1.796437e+09
2019-12-31    1.700968e+09
2018-12-31    8.896340e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.000955
2020-12-31         NaN
2019-12-31    0.005174
2018-12-31    2.509714
dtype: float64","
2021-12-31    289602000.0
2020-12-31    293183000.0
2019-12-31    118763000.0
2018-12-31    103724000.0
Name: Cash, dtype: float64","
2021-12-31    4.034183e+09
2020-12-31    3.519649e+09
2019-12-31    2.116034e+10
2018-12-31    1.290951e+10
Name: Total Current Assets, dtype: float64"
1254,SQFTW,,,,,,,
